,Name,Size,Location
284,tmpa6uf4fye,0,C:\Users\samru\AppData\Local\Temp\tmpa6uf4fye
285,tmpadm_5otk,0,C:\Users\samru\AppData\Local\Temp\tmpadm_5otk
286,tmpadv1niym,0,C:\Users\samru\AppData\Local\Temp\tmpadv1niym
287,tmpahgvfckb,0,C:\Users\samru\AppData\Local\Temp\tmpahgvfckb
288,tmpb9wzrzyc,0,C:\Users\samru\AppData\Local\Temp\tmpb9wzrzyc
289,tmpbhvbtpjr,0,C:\Users\samru\AppData\Local\Temp\tmpbhvbtpjr
290,tmpbmb9qq2c,0,C:\Users\samru\AppData\Local\Temp\tmpbmb9qq2c
291,tmpcjr_v7wg,0,C:\Users\samru\AppData\Local\Temp\tmpcjr_v7wg
292,tmpcogih5cc,0,C:\Users\samru\AppData\Local\Temp\tmpcogih5cc
293,tmpcsk0us54,0,C:\Users\samru\AppData\Local\Temp\tmpcsk0us54
294,tmpcumyqxls,0,C:\Users\samru\AppData\Local\Temp\tmpcumyqxls
295,tmpc_mibmsx,0,C:\Users\samru\AppData\Local\Temp\tmpc_mibmsx
296,tmpd3h7b6pi,0,C:\Users\samru\AppData\Local\Temp\tmpd3h7b6pi
297,tmpd7pobewr,0,C:\Users\samru\AppData\Local\Temp\tmpd7pobewr
298,tmpdmiq8f3_,0,C:\Users\samru\AppData\Local\Temp\tmpdmiq8f3_
299,tmpdxz_aoyp,0,C:\Users\samru\AppData\Local\Temp\tmpdxz_aoyp
300,tmpe4wxmsot,0,C:\Users\samru\AppData\Local\Temp\tmpe4wxmsot
301,tmpe6y4iti5,0,C:\Users\samru\AppData\Local\Temp\tmpe6y4iti5
302,tmpel_fe199,0,C:\Users\samru\AppData\Local\Temp\tmpel_fe199
303,tmpf7w09n4c,0,C:\Users\samru\AppData\Local\Temp\tmpf7w09n4c
304,tmpfvqi462z,0,C:\Users\samru\AppData\Local\Temp\tmpfvqi462z
305,tmpfxu551ei,0,C:\Users\samru\AppData\Local\Temp\tmpfxu551ei
306,tmpg3793g1y,0,C:\Users\samru\AppData\Local\Temp\tmpg3793g1y
307,tmpg3oa_lf9,0,C:\Users\samru\AppData\Local\Temp\tmpg3oa_lf9
308,tmpg8fi1uny,0,C:\Users\samru\AppData\Local\Temp\tmpg8fi1uny
309,tmpglns2lba,0,C:\Users\samru\AppData\Local\Temp\tmpglns2lba
310,tmpgnh813zk,0,C:\Users\samru\AppData\Local\Temp\tmpgnh813zk
311,tmpgoludz5e,0,C:\Users\samru\AppData\Local\Temp\tmpgoludz5e
312,tmpgztu3lxd,0,C:\Users\samru\AppData\Local\Temp\tmpgztu3lxd
313,tmpg_l1losi,0,C:\Users\samru\AppData\Local\Temp\tmpg_l1losi
314,tmphnisnzan,0,C:\Users\samru\AppData\Local\Temp\tmphnisnzan
315,tmphon6x9rn,0,C:\Users\samru\AppData\Local\Temp\tmphon6x9rn
316,tmphviyt19y,0,C:\Users\samru\AppData\Local\Temp\tmphviyt19y
317,tmphxrm0pzv,0,C:\Users\samru\AppData\Local\Temp\tmphxrm0pzv
318,tmpi1bfhtir,0,C:\Users\samru\AppData\Local\Temp\tmpi1bfhtir
319,tmpiv961hao,0,C:\Users\samru\AppData\Local\Temp\tmpiv961hao
320,tmpiw5uf5v2,0,C:\Users\samru\AppData\Local\Temp\tmpiw5uf5v2
321,tmpizd5zajc,0,C:\Users\samru\AppData\Local\Temp\tmpizd5zajc
322,tmpj8gc4vwc,0,C:\Users\samru\AppData\Local\Temp\tmpj8gc4vwc
323,tmpj94j9rb6,0,C:\Users\samru\AppData\Local\Temp\tmpj94j9rb6
324,tmpjca0ofvk,0,C:\Users\samru\AppData\Local\Temp\tmpjca0ofvk
325,tmpjhdis1ct,0,C:\Users\samru\AppData\Local\Temp\tmpjhdis1ct
326,tmpjrgux00x,0,C:\Users\samru\AppData\Local\Temp\tmpjrgux00x
327,tmpju5gz2ks,0,C:\Users\samru\AppData\Local\Temp\tmpju5gz2ks
328,tmpjwedcgla,0,C:\Users\samru\AppData\Local\Temp\tmpjwedcgla
329,tmpjxif0frq,0,C:\Users\samru\AppData\Local\Temp\tmpjxif0frq
330,tmpjzcc1cc_,0,C:\Users\samru\AppData\Local\Temp\tmpjzcc1cc_
331,tmpk2nz1a0l,0,C:\Users\samru\AppData\Local\Temp\tmpk2nz1a0l
332,tmpk7dzxi52,0,C:\Users\samru\AppData\Local\Temp\tmpk7dzxi52
333,tmpkjl_dna6,0,C:\Users\samru\AppData\Local\Temp\tmpkjl_dna6
334,tmpkl92be04,0,C:\Users\samru\AppData\Local\Temp\tmpkl92be04
335,tmpkmzb2koi,0,C:\Users\samru\AppData\Local\Temp\tmpkmzb2koi
336,tmpktncrgiy,0,C:\Users\samru\AppData\Local\Temp\tmpktncrgiy
337,tmpkwmjw6yn,0,C:\Users\samru\AppData\Local\Temp\tmpkwmjw6yn
338,tmpl6yepuh5,0,C:\Users\samru\AppData\Local\Temp\tmpl6yepuh5
339,tmpl875hazh,0,C:\Users\samru\AppData\Local\Temp\tmpl875hazh
340,tmplf994i82,0,C:\Users\samru\AppData\Local\Temp\tmplf994i82
341,tmplfpmww7x,0,C:\Users\samru\AppData\Local\Temp\tmplfpmww7x
342,tmpl_cwioc6,0,C:\Users\samru\AppData\Local\Temp\tmpl_cwioc6
343,tmpm4k_3rxs,0,C:\Users\samru\AppData\Local\Temp\tmpm4k_3rxs
344,tmpm58cdjl8,0,C:\Users\samru\AppData\Local\Temp\tmpm58cdjl8
345,tmpm761zubz,0,C:\Users\samru\AppData\Local\Temp\tmpm761zubz
346,tmpml2_b0yq,0,C:\Users\samru\AppData\Local\Temp\tmpml2_b0yq
347,tmpnhftowgg,0,C:\Users\samru\AppData\Local\Temp\tmpnhftowgg
348,tmpnh_q8zok,0,C:\Users\samru\AppData\Local\Temp\tmpnh_q8zok
349,tmpojsau3cz,0,C:\Users\samru\AppData\Local\Temp\tmpojsau3cz
350,tmpon5911tk,0,C:\Users\samru\AppData\Local\Temp\tmpon5911tk
351,tmposky_53q,0,C:\Users\samru\AppData\Local\Temp\tmposky_53q
352,tmpowq1kn2s,0,C:\Users\samru\AppData\Local\Temp\tmpowq1kn2s
353,tmpp0jxyyp6,0,C:\Users\samru\AppData\Local\Temp\tmpp0jxyyp6
354,tmpp24wnllr,0,C:\Users\samru\AppData\Local\Temp\tmpp24wnllr
355,tmpp835sx6g,0,C:\Users\samru\AppData\Local\Temp\tmpp835sx6g
356,tmpp8gqjvzt,0,C:\Users\samru\AppData\Local\Temp\tmpp8gqjvzt
357,tmpqggeg2ut,0,C:\Users\samru\AppData\Local\Temp\tmpqggeg2ut
358,tmpqixlefbu,0,C:\Users\samru\AppData\Local\Temp\tmpqixlefbu
359,tmpqr13y3ba,0,C:\Users\samru\AppData\Local\Temp\tmpqr13y3ba
360,tmpqwn_ts9d,0,C:\Users\samru\AppData\Local\Temp\tmpqwn_ts9d
361,tmpqyvb1rqm,0,C:\Users\samru\AppData\Local\Temp\tmpqyvb1rqm
362,tmpq__fimje,0,C:\Users\samru\AppData\Local\Temp\tmpq__fimje
363,tmpr8taoymx,0,C:\Users\samru\AppData\Local\Temp\tmpr8taoymx
364,tmprb0ms0mx,0,C:\Users\samru\AppData\Local\Temp\tmprb0ms0mx
365,tmprhin397f,0,C:\Users\samru\AppData\Local\Temp\tmprhin397f
366,tmpri7amh0f,0,C:\Users\samru\AppData\Local\Temp\tmpri7amh0f
367,tmps9tqzlzy,0,C:\Users\samru\AppData\Local\Temp\tmps9tqzlzy
368,tmpsc5vdu1o,0,C:\Users\samru\AppData\Local\Temp\tmpsc5vdu1o
369,tmpsj4ezthx,0,C:\Users\samru\AppData\Local\Temp\tmpsj4ezthx
370,tmpsnft4cuy,0,C:\Users\samru\AppData\Local\Temp\tmpsnft4cuy
371,tmpsoqzdsb6,0,C:\Users\samru\AppData\Local\Temp\tmpsoqzdsb6
372,tmptb14wyjd,0,C:\Users\samru\AppData\Local\Temp\tmptb14wyjd
373,tmptmfde74z,0,C:\Users\samru\AppData\Local\Temp\tmptmfde74z
374,tmptxnc8tf8,0,C:\Users\samru\AppData\Local\Temp\tmptxnc8tf8
375,tmpu3rca56l,0,C:\Users\samru\AppData\Local\Temp\tmpu3rca56l
376,tmpu52zbqzv,0,C:\Users\samru\AppData\Local\Temp\tmpu52zbqzv
377,tmpuhxt47iv,0,C:\Users\samru\AppData\Local\Temp\tmpuhxt47iv
378,tmpv0mkj9pe,0,C:\Users\samru\AppData\Local\Temp\tmpv0mkj9pe
379,tmpv5uby6mb,0,C:\Users\samru\AppData\Local\Temp\tmpv5uby6mb
380,tmpva50p49j,0,C:\Users\samru\AppData\Local\Temp\tmpva50p49j
381,tmpvdtz17m1,0,C:\Users\samru\AppData\Local\Temp\tmpvdtz17m1
382,tmpveaivcua,0,C:\Users\samru\AppData\Local\Temp\tmpveaivcua
383,tmpvx8g9azj,0,C:\Users\samru\AppData\Local\Temp\tmpvx8g9azj
384,tmpw1fe2vqz,0,C:\Users\samru\AppData\Local\Temp\tmpw1fe2vqz
385,tmpw5f9pud3,0,C:\Users\samru\AppData\Local\Temp\tmpw5f9pud3
386,tmpw5zdh9qq,0,C:\Users\samru\AppData\Local\Temp\tmpw5zdh9qq
387,tmpwbh_dul2,0,C:\Users\samru\AppData\Local\Temp\tmpwbh_dul2
388,tmpwdukhg2j,0,C:\Users\samru\AppData\Local\Temp\tmpwdukhg2j
389,tmpwdyn7rd_,0,C:\Users\samru\AppData\Local\Temp\tmpwdyn7rd_
390,tmpwkkk2xrm,0,C:\Users\samru\AppData\Local\Temp\tmpwkkk2xrm
391,tmpx1fn2hs7,0,C:\Users\samru\AppData\Local\Temp\tmpx1fn2hs7
392,tmpxyabks5x,0,C:\Users\samru\AppData\Local\Temp\tmpxyabks5x
393,tmpy7k16bo6,0,C:\Users\samru\AppData\Local\Temp\tmpy7k16bo6
394,tmpycv_398c,0,C:\Users\samru\AppData\Local\Temp\tmpycv_398c
395,tmpylvd55cp,0,C:\Users\samru\AppData\Local\Temp\tmpylvd55cp
396,tmpyreoorz_,0,C:\Users\samru\AppData\Local\Temp\tmpyreoorz_
397,tmpz2pgnw8y,0,C:\Users\samru\AppData\Local\Temp\tmpz2pgnw8y
398,tmpz6kuldts,0,C:\Users\samru\AppData\Local\Temp\tmpz6kuldts
399,tmpz7g2hqna,0,C:\Users\samru\AppData\Local\Temp\tmpz7g2hqna
400,tmpzbmz3c3q,0,C:\Users\samru\AppData\Local\Temp\tmpzbmz3c3q
401,tmpzhdhzd85,0,C:\Users\samru\AppData\Local\Temp\tmpzhdhzd85
402,tmpztnoa8tu,0,C:\Users\samru\AppData\Local\Temp\tmpztnoa8tu
403,tmp_ai_twbj,0,C:\Users\samru\AppData\Local\Temp\tmp_ai_twbj
404,tmp_ao_34g0,0,C:\Users\samru\AppData\Local\Temp\tmp_ao_34g0
405,tmp_hhii_62,0,C:\Users\samru\AppData\Local\Temp\tmp_hhii_62
406,tmp_nhjxnmx,0,C:\Users\samru\AppData\Local\Temp\tmp_nhjxnmx
407,tmp_o9885le,0,C:\Users\samru\AppData\Local\Temp\tmp_o9885le
408,tmp_oimttk0,0,C:\Users\samru\AppData\Local\Temp\tmp_oimttk0
409,tmp_yvqzgi3,0,C:\Users\samru\AppData\Local\Temp\tmp_yvqzgi3
410,vscode-inno-updater-1709198625.log,270904,C:\Users\samru\AppData\Local\Temp\vscode-inno-updater-1709198625.log
411,vscode-inno-updater-1709869646.log,271146,C:\Users\samru\AppData\Local\Temp\vscode-inno-updater-1709869646.log
412,wct108B.tmp,77424,C:\Users\samru\AppData\Local\Temp\wct108B.tmp
413,wct109C.tmp,77440,C:\Users\samru\AppData\Local\Temp\wct109C.tmp
414,wct1399.tmp,0,C:\Users\samru\AppData\Local\Temp\wct1399.tmp
415,wct1508.tmp,77531,C:\Users\samru\AppData\Local\Temp\wct1508.tmp
416,wct16FE.tmp,0,C:\Users\samru\AppData\Local\Temp\wct16FE.tmp
417,wct20F3.tmp,0,C:\Users\samru\AppData\Local\Temp\wct20F3.tmp
418,wct2231.tmp,77531,C:\Users\samru\AppData\Local\Temp\wct2231.tmp
419,wct2C77.tmp,77531,C:\Users\samru\AppData\Local\Temp\wct2C77.tmp
420,wct3A79.tmp,1739,C:\Users\samru\AppData\Local\Temp\wct3A79.tmp
421,wct3D89.tmp,2619,C:\Users\samru\AppData\Local\Temp\wct3D89.tmp
422,wct41AC.tmp,0,C:\Users\samru\AppData\Local\Temp\wct41AC.tmp
423,wct4268.tmp,0,C:\Users\samru\AppData\Local\Temp\wct4268.tmp
424,wct4836.tmp,77701,C:\Users\samru\AppData\Local\Temp\wct4836.tmp
425,wct4A95.tmp,77531,C:\Users\samru\AppData\Local\Temp\wct4A95.tmp
426,wct4BE0.tmp,77531,C:\Users\samru\AppData\Local\Temp\wct4BE0.tmp
427,wct4C1F.tmp,1739,C:\Users\samru\AppData\Local\Temp\wct4C1F.tmp
428,wct4EF7.tmp,1739,C:\Users\samru\AppData\Local\Temp\wct4EF7.tmp
429,wct5223.tmp,77453,C:\Users\samru\AppData\Local\Temp\wct5223.tmp
430,wct54C6.tmp,0,C:\Users\samru\AppData\Local\Temp\wct54C6.tmp
431,wct5616.tmp,0,C:\Users\samru\AppData\Local\Temp\wct5616.tmp
432,wct61C7.tmp,2619,C:\Users\samru\AppData\Local\Temp\wct61C7.tmp
433,wct654.tmp,2619,C:\Users\samru\AppData\Local\Temp\wct654.tmp
434,wct67A9.tmp,0,C:\Users\samru\AppData\Local\Temp\wct67A9.tmp
435,wct67B1.tmp,0,C:\Users\samru\AppData\Local\Temp\wct67B1.tmp
436,wct6891.tmp,1739,C:\Users\samru\AppData\Local\Temp\wct6891.tmp
437,wct6D78.tmp,1739,C:\Users\samru\AppData\Local\Temp\wct6D78.tmp
438,wct71BF.tmp,0,C:\Users\samru\AppData\Local\Temp\wct71BF.tmp
439,wct7679.tmp,2619,C:\Users\samru\AppData\Local\Temp\wct7679.tmp
440,wct7770.tmp,0,C:\Users\samru\AppData\Local\Temp\wct7770.tmp
441,wct7D4.tmp,2619,C:\Users\samru\AppData\Local\Temp\wct7D4.tmp
442,wct7DE0.tmp,1739,C:\Users\samru\AppData\Local\Temp\wct7DE0.tmp
443,wct7EFE.tmp,0,C:\Users\samru\AppData\Local\Temp\wct7EFE.tmp
444,wct7FDD.tmp,1739,C:\Users\samru\AppData\Local\Temp\wct7FDD.tmp
445,wct8117.tmp,2619,C:\Users\samru\AppData\Local\Temp\wct8117.tmp
446,wct85AA.tmp,1739,C:\Users\samru\AppData\Local\Temp\wct85AA.tmp
447,wct898E.tmp,0,C:\Users\samru\AppData\Local\Temp\wct898E.tmp
448,wct8A89.tmp,1739,C:\Users\samru\AppData\Local\Temp\wct8A89.tmp
449,wct8B0C.tmp,0,C:\Users\samru\AppData\Local\Temp\wct8B0C.tmp
450,wct937D.tmp,0,C:\Users\samru\AppData\Local\Temp\wct937D.tmp
451,wct9458.tmp,0,C:\Users\samru\AppData\Local\Temp\wct9458.tmp
452,wct965F.tmp,2619,C:\Users\samru\AppData\Local\Temp\wct965F.tmp
453,wct9F5A.tmp,0,C:\Users\samru\AppData\Local\Temp\wct9F5A.tmp
454,wct9FF8.tmp,0,C:\Users\samru\AppData\Local\Temp\wct9FF8.tmp
455,wctA282.tmp,2619,C:\Users\samru\AppData\Local\Temp\wctA282.tmp
456,wctAFD2.tmp,77391,C:\Users\samru\AppData\Local\Temp\wctAFD2.tmp
457,wctB6DA.tmp,0,C:\Users\samru\AppData\Local\Temp\wctB6DA.tmp
458,wctC20.tmp,77453,C:\Users\samru\AppData\Local\Temp\wctC20.tmp
459,wctC61C.tmp,77440,C:\Users\samru\AppData\Local\Temp\wctC61C.tmp
460,wctC787.tmp,0,C:\Users\samru\AppData\Local\Temp\wctC787.tmp
461,wctD0AC.tmp,0,C:\Users\samru\AppData\Local\Temp\wctD0AC.tmp
462,wctD2B7.tmp,77424,C:\Users\samru\AppData\Local\Temp\wctD2B7.tmp
463,wctD30E.tmp,0,C:\Users\samru\AppData\Local\Temp\wctD30E.tmp
464,wctDC06.tmp,77440,C:\Users\samru\AppData\Local\Temp\wctDC06.tmp
465,wctE421.tmp,2619,C:\Users\samru\AppData\Local\Temp\wctE421.tmp
466,wctE4A4.tmp,0,C:\Users\samru\AppData\Local\Temp\wctE4A4.tmp
467,wctE5BD.tmp,2619,C:\Users\samru\AppData\Local\Temp\wctE5BD.tmp
468,wctF20D.tmp,0,C:\Users\samru\AppData\Local\Temp\wctF20D.tmp
469,wctFD4B.tmp,0,C:\Users\samru\AppData\Local\Temp\wctFD4B.tmp
470,wctFDAA.tmp,0,C:\Users\samru\AppData\Local\Temp\wctFDAA.tmp
471,wctFF50.tmp,0,C:\Users\samru\AppData\Local\Temp\wctFF50.tmp
472,week5_day1.py.url,0,C:\Users\samru\AppData\Local\Temp\week5_day1.py.url
473,{088D9C4A-BC90-4D70-8239-C7250277FDF5} - OProcSessId.dat,0,C:\Users\samru\AppData\Local\Temp\{088D9C4A-BC90-4D70-8239-C7250277FDF5} - OProcSessId.dat
474,{5F3BCAAA-435D-453E-BCEE-EBA6F0DC1A52} - OProcSessId.dat,0,C:\Users\samru\AppData\Local\Temp\{5F3BCAAA-435D-453E-BCEE-EBA6F0DC1A52} - OProcSessId.dat
475,{E8E33065-174B-4C9C-B059-9CEE35D37DCB} - OProcSessId.dat,0,C:\Users\samru\AppData\Local\Temp\{E8E33065-174B-4C9C-B059-9CEE35D37DCB} - OProcSessId.dat
476,{EC73C1E5-AB45-493F-AD1F-3D367FDEAEFD} - OProcSessId.dat,0,C:\Users\samru\AppData\Local\Temp\{EC73C1E5-AB45-493F-AD1F-3D367FDEAEFD} - OProcSessId.dat
477,~DF21FDE3C88EBDB0A4.TMP,512,C:\Users\samru\AppData\Local\Temp\~DF21FDE3C88EBDB0A4.TMP
478,~DFC3CCA06B924934E9.TMP,16384,C:\Users\samru\AppData\Local\Temp\~DFC3CCA06B924934E9.TMP
